time,f0_x,f0_y,f0_z,f1_x,f1_y,f1_z,f2_x,f2_y,f2_z
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
2.2599861702619784e-06,0.0,2.217119085086802e-06,2.2171190850868014e-06,9.60006445687872e-06,-5.542599798416688e-06,1.1085199596833373e-05,-2.3040148621614327e-05,-1.3302236008858021e-05,2.6604472017716032e-05
4.519972340523957e-05,0.0,4.436998886301441e-05,4.43699888630144e-05,0.00019199057149942207,-0.00011084580813706146,0.00022169161627412284,-0.0004607749416929443,-0.00026602853662225555,0.0005320570732445109
6.779958510785935e-05,0.0,6.657677082026345e-05,6.657677082026343e-05,0.00028797739871166636,-0.0001662638286667088,0.0003325276573334175,-0.0006911402870872941,-0.0003990300307976446,0.0007980600615952888
0.0001807988936209583,0.0,0.00017782851560468375,0.00017782851560468372,0.0007678269634923548,-0.0004433051040633641,0.0008866102081267279,-0.0018427457873492075,-0.0010639097763741141,0.0021278195527482274
0.00020088765957884251,0.0,0.00019764459872595363,0.0001976445987259536,0.0008531188013077975,-0.0004925483695857879,0.0009850967391715753,-0.002047437061304698,-0.001182088338493084,0.002364176676986167
0.00022599861702619784,0.0,0.00022243082731754116,0.00022243082731754113,0.0009597273380695256,-0.0005540988369830837,0.001108197673966167,-0.0023032847731928505,-0.0013298020838232586,0.0026596041676465163
0.00022599861702619784,0.0,0.0002224308272434614,0.00022243082724346136,0.0009597273381005453,-0.000554098837000993,0.0011081976740019855,-0.0023032847732276755,-0.001329802083843365,0.002659604167686729
0.0006779958510785936,0.0,0.0006716465641411078,0.0006716465641411077,0.0028774915040964085,-0.0016613204944809232,0.003322640988961845,-0.006905431613562927,-0.003986852800961109,0.007973705601922215
0.0009039944681047913,0.0,0.0008984213168237884,0.0008984213168237883,0.0038355320147437392,-0.002214445441197726,0.0044288908823954505,-0.009204299146938185,-0.005314104590186605,0.010628209180373207
0.0020339875532357807,0.0,0.0020539446142251758,0.0020539446142251753,0.008617325266114492,-0.004975215062085767,0.00995043012417153,-0.020676595299256546,-0.011937637861950722,0.023875275723901433
0.002234875212814623,0.0,0.002263134215138162,0.0022631342151381616,0.009465959642478112,-0.005465174347722873,0.010930348695445742,-0.022712277002359345,-0.013112939241221519,0.026225878482443028
0.002485984787288176,0.0,0.0025262127252492507,0.0025262127252492503,0.010526134107962382,-0.006077266360758184,0.012154532721516363,-0.025255253483258782,-0.014581127397011695,0.02916225479402338
0.002485984787288176,0.0,0.002526211923454106,0.0025262119234541057,0.010526134461385228,-0.0060772665648069595,0.012154533129613914,-0.025255253878521504,-0.014581127625216735,0.02916225525043346
0.0070059571278121326,0.0,0.007564163334550208,0.0075641633345502075,0.029491672600646033,-0.017027025114835302,0.03405405022967059,-0.07072018064844379,-0.040830315334517996,0.08166063066903596
0.009265943298074111,0.0,0.010288090026098278,0.010288090026098276,0.03889451798371336,-0.022455760427897653,0.04491152085579529,-0.09323865126011713,-0.05383136040390628,0.10766272080781251
0.020565874149384003,0.0,0.025945807901536336,0.025945807901536333,0.0851132316704375,-0.049140147216526084,0.09828029443305213,-0.20370499141843468,-0.1176091316307037,0.23521826326140732
0.02257475074517243,0.0,0.029075151240776746,0.029075151240776743,0.09319360937225292,-0.05380535545782307,0.1076107109156461,-0.2229779372801845,-0.12873637211206204,0.257472744224124
0.02508584648990796,0.0,0.033120596346980134,0.03312059634698013,0.1032423474037616,-0.05960699706533064,0.11921399413066124,-0.2469217225016826,-0.14256032295511256,0.285120645910225
0.02508584648990796,0.0,0.033113795128689075,0.03311379512868907,0.10324711650336789,-0.059609750506272124,0.11921950101254421,-0.24692691164634048,-0.14256331890917764,0.2851266378183552
0.03052475776499907,0.0,0.04241743713966379,0.04241743713966378,0.1248017559463681,-0.07205432739097362,0.14410865478194718,-0.29821208170382685,-0.17217282564730313,0.34434565129460615
0.03324421340254463,0.0,0.047304919890293146,0.04730491989029314,0.13548676525602887,-0.07822332039219992,0.1564466407843998,-0.3235815459667771,-0.18681989266871404,0.373639785337428
0.04684149159027241,0.0,0.07436058687490044,0.07436058687490042,0.18789812764600455,-0.10848303457664743,0.21696606915329478,-0.4475860809819826,-0.2584139443404774,0.5168278886809545
0.0492587854903129,0.0,0.07961870089017622,0.07961870089017621,0.1970513305866081,-0.11376763875835215,0.22753527751670422,-0.4691538046622435,-0.27086607541308344,0.5417321508261667
0.05228040286536352,0.0,0.08632627421479581,0.0863262742147958,0.20842548003256098,-0.12033450700277608,0.24066901400555207,-0.4959168299656664,-0.2863177152763434,0.5726354305526866
0.05228040286536352,0.0,0.08628773233564238,0.08628773233564237,0.208427937082556,-0.12033592558125213,0.24067185116250417,-0.4959207478827607,-0.2863199772868325,0.5726399545736648
0.05964148189723945,0.0,0.10347090609238037,0.10347090609238035,0.23581724249933433,-0.13614914843654596,0.2722982968730918,-0.5601894593234094,-0.3234255351375614,0.6468510702751226
0.06332202141317742,0.0,0.11238691058505355,0.11238691058505354,0.24939864419986366,-0.14399037436431902,0.28798074872863794,-0.5919076208465984,-0.3417380242311746,0.683476048462349
0.08172471899286725,0.0,0.16116434579789424,0.1611643457978942,0.3157959004272097,-0.1823248481206298,0.3646496962412595,-0.7458526413069795,-0.43061822323437815,0.861236446468756
0.08499630967370099,0.0,0.17061783136271183,0.1706178313627118,0.3274068114113044,-0.1890284107028337,0.3780568214056672,-0.7724952970873256,-0.4460003677210875,0.8920007354421746
0.08908579802474317,0.0,0.1824923953481571,0.18249239534815706,0.3417818034569356,-0.1973278162299776,0.39465563245995505,-0.8054454394696263,-0.4650241412953453,0.9300482825906903
0.08908579802474317,0.0,0.18228075131829735,0.18228075131829732,0.3417369335990811,-0.19730191060546678,0.3946038212109334,-0.8054064171589911,-0.4650016117537957,0.930003223507591
0.09850996801775433,0.0,0.21084896770257328,0.21084896770257325,0.37445591603691863,-0.21619222392356294,0.4323844478471257,-0.8799909636227743,-0.508063019732047,1.0161260394640936
0.1032220530142599,0.0,0.22550950835790615,0.22550950835790612,0.3907620924372126,-0.2256065992577262,0.4512131985154522,-0.9167904382415356,-0.5293092063092257,1.058618412618451
0.12678247799678782,0.0,0.3046766736277472,0.30467667362774714,0.47049285181163586,-0.27163917464524273,0.5432783492904852,-1.0942744065234413,-0.631779623173627,1.2635592463472536
0.13097099799368167,0.0,0.3200140117138243,0.32001401171382426,0.48455757100767943,-0.279759444059155,0.5595188881183097,-1.1249248142862216,-0.6494756443462399,1.2989512886924794
0.13620664798979898,0.0,0.33895227179752513,0.3389522717975251,0.5019194602077223,-0.2897833354624402,0.5795666709248801,-1.1627116920802547,-0.6712919084124604,1.3425838168249205
0.13620664798979898,0.0,0.3382909264680769,0.33829092646807685,0.5017393393068071,-0.28967934261181016,0.5793586852236201,-1.1625489546168115,-0.6711979518941343,1.3423959037882682
0.14601748086702696,0.0,0.37487100595460054,0.3748710059546005,0.5339107535435514,-0.30825351728160544,0.6165070345632107,-1.2320073678218322,-0.7112997854555373,1.4225995709110741
0.15092289730564096,0.0,0.3933991215409901,0.39339912154099005,0.5500608041224048,-0.31757775333073246,0.6351555066614647,-1.2663930583008407,-0.731152373109864,1.4623047462197276
0.1754499794987109,0.0,0.490915819867297,0.49091581986729693,0.6291880340914918,-0.3632618808536143,0.7265237617072284,-1.432079715115405,-0.8268116090228819,1.653623218045763
0.17981034966636777,0.0,0.5090763767002715,0.5090763767002714,0.6429201587102561,-0.37119012669880336,0.7423802533976065,-1.4604300708052391,-0.8431796945120293,1.686359389024058
0.1852608123759389,0.0,0.5318949402037972,0.5318949402037971,0.6603784819438809,-0.3812696943173362,0.7625393886346721,-1.4958720411743203,-0.863642125645229,1.7272842512904574
0.1852608123759389,0.0,0.5315874190536212,0.5315874190536211,0.660622344305608,-0.3814104883175245,0.7628209766350487,-1.496139922909839,-0.8637967872373418,1.7275935744746829
0.14463870209017976,0.0,0.3696383773145855,0.36963837731458543,0.5294199117102435,-0.30566072854025705,0.6113214570805139,-1.2223547466918143,-0.705726842047736,1.4114536840954715
0.14885472914037018,0.0,0.3854918215273531,0.38549182152735306,0.54330516702751,-0.3136773844354475,0.6273547688708948,-1.2520000571722916,-0.7228425700338496,1.4456851400676987
0.16993486439132216,0.0,0.46841592252758724,0.4684159225275872,0.6115366010119995,-0.35307082121358674,0.7061416424271733,-1.3955987978258348,-0.8057493416054641,1.6114986832109275
0.17368244399149138,0.0,0.4837525815351471,0.48375258153514705,0.6234305134052283,-0.3599377747355352,0.7198755494710701,-1.4203183452379442,-0.8200211789580912,1.6400423579161818
